Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date
MBB,31000.0,"30,250-31,300",29360000000000.0,31000.0,"26,500-44,450",3970.93,24112200.0,116180000000000.0,N/A(N/A),16207488.0,8.49,1.21,12.32%,3778321777.0,01/06/2022
