Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date
ACB,33800.0,"33,450-34,000",19880000000000.0,33800.0,"25,680-38,200",3498.49,5388100.0,90650000000000.0,N/A(N/A),6179307.0,9.68,1.05,23.89%,2701948075.0,01/06/2022
