Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date
TPB,38800.0,"38,800-39,350",11810000000000.0,38850.0,"19,037-44,000",3092.18,2653800.0,61370000000000.0,N/A(N/A),7229056.0,13.57,0.84,83.79%,1581755495.0,01/06/2022
