Open,High,Low,Close,Volume,Currency,O-C,H-L,SMA7,SMA14,SMA21
13865.4,13936.4,13676.1,13912.8,1069432,VND,-47.399999999999636,260.2999999999993,13976.971428571427,14042.885714285716,14175.271428571428
13889.1,13936.4,13770.8,13865.4,775300,VND,23.700000000000728,165.60000000000036,13943.171428571428,14025.985714285716,14103.161904761902
13865.4,13912.8,13699.8,13723.5,650835,VND,141.89999999999964,213.0,13909.371428571429,13992.185714285715,14062.599999999999
13628.8,13676.1,12824.3,12824.3,416379,VND,804.5,851.8000000000011,13747.114285714284,13890.778571428571,13979.21904761905
13013.6,13652.5,13013.6,13628.8,1247636,VND,-615.1999999999989,638.8999999999996,13686.271428571428,13850.214285714286,13958.938095238096
13605.2,13699.8,13439.5,13581.5,362366,VND,23.700000000000728,260.2999999999993,13628.814285714285,13823.17142857143,13925.138095238097
13534.2,13557.8,13250.2,13250.2,607219,VND,284.0,307.59999999999854,13540.92857142857,13762.328571428572,13884.576190476193
13534.2,13534.2,13250.2,13250.2,212479,VND,284.0,284.0,13446.27142857143,13711.621428571429,13844.014285714286
13297.6,14102.0,13226.6,13960.1,819276,VND,-662.5,875.3999999999996,13459.8,13701.485714285716,13837.257142857145
14007.4,14007.4,13676.1,13912.8,970367,VND,94.60000000000036,331.2999999999993,13486.842857142856,13698.107142857143,13823.738095238095
13818.1,13865.4,13628.8,13676.1,1791777,VND,142.0,236.60000000000036,13608.528571428573,13677.82142857143,13796.695238095237
13723.5,13723.5,13581.5,13676.1,1427593,VND,47.399999999999636,142.0,13615.285714285714,13650.778571428571,13771.904761904761
13676.1,13723.5,13486.9,13557.8,2456601,VND,118.30000000000109,236.60000000000036,13611.9,13620.357142857143,13752.747619047619
13676.1,13676.1,13344.9,13486.9,81801,VND,189.20000000000073,331.2000000000007,13645.714285714286,13593.32142857143,13723.457142857145
13486.9,13486.9,13155.6,13344.9,89133,VND,142.0,331.2999999999993,13659.242857142857,13552.757142857141,13694.161904761902
13344.9,13392.2,13250.2,13344.9,234963,VND,0.0,142.0,13571.357142857143,13515.578571428572,13658.109523809524
13344.9,13344.9,13131.9,13250.2,48582,VND,94.69999999999891,213.0,13476.699999999999,13481.771428571428,13624.304761904763
13321.2,13321.2,13131.9,13155.6,55492,VND,165.60000000000036,189.3000000000011,13402.342857142856,13505.435714285715,13585.99523809524
13155.6,13155.6,12777.0,12777.0,94015,VND,378.60000000000036,378.60000000000036,13273.9,13444.592857142856,13525.152380952382
12587.7,12966.3,11901.6,12824.3,1371151,VND,-236.59999999999854,1064.699999999999,13169.114285714286,13390.507142857141,13469.942857142856
12824.3,13013.6,12824.3,12966.3,1370876,VND,-142.0,189.3000000000011,13094.742857142857,13370.228571428572,13427.12857142857
13061.0,13202.9,12777.0,12966.3,92261,VND,94.70000000000073,425.89999999999964,13040.657142857142,13349.949999999999,13382.057142857144
12919.0,13013.6,12919.0,13013.6,243691,VND,-94.60000000000036,94.60000000000036,12993.328571428572,13282.342857142856,13341.49523809524
13037.3,13250.2,13013.6,13155.6,433178,VND,-118.30000000000109,236.60000000000036,12979.814285714287,13228.257142857143,13314.452380952382
12398.4,13202.9,12398.4,13155.6,214360,VND,-757.2000000000007,804.5,12979.814285714285,13191.078571428572,13330.228571428572
13108.3,13155.6,12777.0,13084.6,89514,VND,23.69999999999891,378.60000000000036,13023.757142857143,13148.82857142857,13304.314285714285
13084.6,13084.6,12777.0,12777.0,93761,VND,307.60000000000036,307.60000000000036,13017.0,13093.057142857142,13266.00476190476
13013.6,13013.6,12729.7,13013.6,495728,VND,0.0,283.89999999999964,13023.757142857141,13059.25,13254.738095238095
13013.6,13061.0,12753.4,12777.0,156290,VND,236.60000000000036,307.60000000000036,12996.714285714286,13018.685714285715,13232.204761904764
12777.0,12800.7,12280.1,12351.1,385083,VND,425.89999999999964,520.6000000000004,12902.07142857143,12947.699999999999,13155.585714285713
12351.1,12398.4,11735.9,12043.5,599781,VND,307.60000000000036,662.5,12743.199999999999,12861.507142857143,13066.57142857143
12256.5,12469.4,11972.5,11972.5,1646518,VND,284.0,496.89999999999964,12574.185714285715,12777.0,12985.44761904762
11972.5,12635.1,11972.5,12635.1,727184,VND,-662.6000000000004,662.6000000000004,12509.971428571429,12766.864285714286,12935.876190476189
12777.0,12777.0,11759.6,12777.0,478654,VND,0.0,1017.3999999999996,12509.971428571429,12763.485714285716,12898.695238095237
12777.0,12871.7,12729.7,12871.7,589025,VND,-94.70000000000073,142.0,12489.7,12756.728571428572,12869.400000000001
12871.7,12871.7,12587.7,12682.4,174189,VND,189.3000000000011,284.0,12476.185714285713,12736.45,12837.852380952381
12635.1,12682.4,12564.1,12658.7,293540,VND,-23.600000000000364,118.29999999999927,12520.128571428573,12711.1,12805.176190476192
12848.0,12895.3,12729.7,12824.3,641875,VND,23.700000000000728,165.59999999999854,12631.671428571428,12687.435714285715,12784.895238095238
12777.0,12777.0,12540.4,12777.0,457374,VND,0.0,236.60000000000036,12746.6,12660.392857142857,12766.866666666667
12777.0,12800.7,12682.4,12682.4,333416,VND,94.60000000000036,118.30000000000109,12753.357142857143,12631.664285714287,12762.361904761903
12706.0,12824.3,12611.4,12777.0,523601,VND,-71.0,212.89999999999964,12753.357142857143,12631.664285714287,12760.109523809524
12753.4,12777.0,12635.1,12729.7,116541,VND,23.69999999999891,141.89999999999964,12733.07142857143,12611.385714285716,12748.842857142858
12777.0,12777.0,12682.4,12729.7,54076,VND,47.29999999999927,94.60000000000036,12739.828571428572,12608.007142857143,12737.576190476193
