Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date
PDR,87100.0,"86,800-89,000",4210000000000.0,87400.0,"51,436.5-99,800",3753.06,3227900.0,43360000000000.0,N/A(N/A),3660719.0,24.19,0.76,71.78%,492771916.0,01/06/2022
