Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date
VJC,137000.0,"136,500-141,700",14650000000000.0,136900.0,"105,800-149,000",2268.64,958200.0,75830000000000.0,N/A(N/A),803669.0,63.91,1.01,0.74%,541611334.0,01/06/2022
