Open,High,Low,Close,Volume,Currency,O-C,H-L,SMA7,SMA14,SMA21
13385.0,13692.0,13385.0,13462.0,409071,VND,-77.0,307.0,13549.714285714286,13302.357142857143,13560.57142857143
13308.0,13923.0,13308.0,13692.0,564980,VND,-384.0,615.0,13582.57142857143,13291.357142857143,13531.238095238095
13769.0,13923.0,13615.0,13769.0,814242,VND,0.0,308.0,13637.42857142857,13302.357142857143,13505.57142857143
13692.0,14077.0,13692.0,13923.0,1267968,VND,-231.0,385.0,13703.285714285714,13379.285714285714,13490.904761904761
13923.0,14385.0,13923.0,14231.0,1958138,VND,-308.0,462.0,13824.142857142857,13516.642857142857,13501.904761904761
14231.0,14769.0,14077.0,14615.0,2193087,VND,-384.0,692.0,13934.0,13686.92857142857,13531.190476190477
14462.0,14846.0,14385.0,14462.0,1031810,VND,0.0,461.0,14022.0,13785.857142857143,13567.857142857143
14385.0,14538.0,14154.0,14231.0,974753,VND,154.0,384.0,14131.857142857143,13840.785714285714,13578.857142857143
14231.0,14231.0,14000.0,14231.0,712764,VND,0.0,231.0,14208.857142857143,13895.714285714286,13597.190476190477
14231.0,14462.0,14077.0,14154.0,722527,VND,77.0,385.0,14263.857142857143,13950.642857142857,13622.857142857143
14308.0,14462.0,14231.0,14308.0,826553,VND,0.0,231.0,14318.857142857143,14011.07142857143,13692.47619047619
14231.0,14385.0,14077.0,14077.0,227916,VND,154.0,308.0,14296.857142857143,14060.5,13776.714285714286
14308.0,14385.0,14154.0,14231.0,575627,VND,77.0,231.0,14242.0,14088.0,13871.952380952382
14231.0,14538.0,14154.0,14462.0,890864,VND,-231.0,384.0,14242.0,14132.0,13937.904761904761
14462.0,14615.0,14385.0,14462.0,1375543,VND,0.0,230.0,14275.0,14203.42857142857,13985.52380952381
14462.0,14462.0,14231.0,14308.0,488865,VND,154.0,231.0,14286.0,14247.42857142857,14025.809523809523
14231.0,14462.0,14000.0,14077.0,1042106,VND,154.0,462.0,14275.0,14269.42857142857,14058.761904761905
14077.0,15000.0,13923.0,14923.0,3651998,VND,-846.0,1077.0,14362.857142857143,14340.857142857143,14128.333333333334
15000.0,15231.0,14692.0,14769.0,1800474,VND,231.0,539.0,14461.714285714286,14379.285714285714,14194.238095238095
14538.0,14769.0,14462.0,14615.0,1365117,VND,-77.0,307.0,14516.57142857143,14379.285714285714,14230.857142857143
14385.0,14462.0,14077.0,14154.0,1209572,VND,231.0,385.0,14472.57142857143,14357.285714285714,14245.52380952381
14154.0,14154.0,13231.0,13231.0,2413476,VND,923.0,923.0,14296.714285714286,14285.857142857143,14234.52380952381
13231.0,13769.0,12923.0,13769.0,1693211,VND,-538.0,846.0,14219.714285714286,14252.857142857143,14238.190476190477
13538.0,13923.0,13538.0,13769.0,419380,VND,-231.0,385.0,14175.714285714286,14225.357142857143,14238.190476190477
13538.0,13846.0,13538.0,13846.0,156442,VND,-308.0,308.0,14021.857142857143,14192.357142857143,14234.52380952381
13692.0,14077.0,13692.0,13769.0,786773,VND,-77.0,385.0,13879.0,14170.357142857143,14212.52380952381
13846.0,14000.0,13846.0,13846.0,502879,VND,0.0,154.0,13769.142857142857,14142.857142857143,14175.904761904761
13846.0,14308.0,13846.0,14308.0,1087632,VND,-462.0,462.0,13791.142857142857,14131.857142857143,14168.57142857143
14308.0,14615.0,14231.0,14462.0,1435057,VND,-154.0,384.0,13967.0,14131.857142857143,14179.57142857143
14462.0,14846.0,14462.0,14692.0,2120300,VND,-230.0,384.0,14098.857142857143,14159.285714285714,14201.52380952381
14692.0,14769.0,14615.0,14769.0,675688,VND,-77.0,154.0,14241.714285714286,14208.714285714286,14230.809523809523
14769.0,15385.0,14769.0,14846.0,2383771,VND,-77.0,616.0,14384.57142857143,14203.214285714286,14256.42857142857
14846.0,15154.0,14846.0,15077.0,1045330,VND,-231.0,308.0,14571.42857142857,14225.214285714286,14304.047619047618
15154.0,15231.0,14923.0,14923.0,1742962,VND,231.0,308.0,14725.285714285714,14247.214285714286,14337.0
15000.0,15000.0,14769.0,14923.0,1971242,VND,77.0,231.0,14813.142857142857,14302.142857142857,14358.952380952382
15000.0,15077.0,14923.0,14923.0,1658891,VND,77.0,154.0,14879.0,14423.0,14380.904761904761
14923.0,15000.0,14923.0,15000.0,1336478,VND,-77.0,77.0,14923.0,14510.92857142857,14413.857142857143
15000.0,15000.0,14769.0,14846.0,1182038,VND,154.0,231.0,14934.0,14587.857142857143,14450.47619047619
14846.0,15308.0,14846.0,15077.0,3069638,VND,-231.0,462.0,14967.0,14675.785714285714,14457.809523809523
15231.0,15692.0,15154.0,15385.0,3728737,VND,-154.0,538.0,15011.0,14791.214285714286,14487.142857142857
15462.0,15462.0,15231.0,15231.0,1220154,VND,231.0,231.0,15055.0,14890.142857142857,14516.47619047619
15615.0,15923.0,15462.0,15692.0,4999565,VND,-77.0,461.0,15164.857142857143,14989.0,14589.714285714286
15692.0,15692.0,15462.0,15692.0,1994096,VND,0.0,230.0,15274.714285714286,15076.857142857143,14706.904761904761
15692.0,15769.0,15385.0,15385.0,2522715,VND,307.0,384.0,15329.714285714286,15126.357142857143,14783.857142857143
15231.0,15231.0,14769.0,14923.0,2072629,VND,308.0,462.0,15340.714285714286,15137.357142857143,14838.809523809523
14769.0,15000.0,14769.0,14923.0,931099,VND,-154.0,231.0,15318.714285714286,15142.857142857143,14890.095238095239
14923.0,14923.0,14769.0,14769.0,949338,VND,154.0,154.0,15230.714285714286,15120.857142857143,14937.714285714286
14769.0,14769.0,14462.0,14615.0,5033001,VND,154.0,307.0,15142.714285714286,15098.857142857143,14974.333333333334
14615.0,15000.0,14615.0,14769.0,5313021,VND,-154.0,385.0,15010.857142857143,15087.857142857143,14996.285714285714
14923.0,15077.0,14615.0,14769.0,2468752,VND,154.0,462.0,14879.0,15076.857142857143,15010.904761904761
14692.0,14692.0,14462.0,14615.0,1734772,VND,77.0,230.0,14769.0,15049.357142857143,15007.238095238095
14615.0,14846.0,14538.0,14692.0,2322372,VND,-77.0,308.0,14736.0,15038.357142857143,15003.57142857143
14692.0,14846.0,14615.0,14692.0,1729312,VND,0.0,231.0,14703.0,15010.857142857143,14996.238095238095
14692.0,14769.0,14231.0,14692.0,2670187,VND,0.0,538.0,14692.0,14961.357142857143,14977.904761904761
14462.0,14615.0,14385.0,14385.0,1530386,VND,77.0,230.0,14659.142857142857,14900.92857142857,14952.285714285714
14385.0,14538.0,14385.0,14385.0,1066819,VND,0.0,153.0,14604.285714285714,14807.57142857143,14926.666666666666
14385.0,14385.0,14154.0,14385.0,2218918,VND,0.0,231.0,14549.42857142857,14714.214285714286,14901.047619047618
14385.0,14538.0,14154.0,14385.0,879840,VND,0.0,384.0,14516.57142857143,14642.785714285714,14871.761904761905
14462.0,14462.0,14231.0,14462.0,1018524,VND,0.0,231.0,14483.714285714286,14609.857142857143,14853.47619047619
14615.0,14615.0,14308.0,14308.0,655486,VND,307.0,307.0,14428.857142857143,14565.92857142857,14816.857142857143
14308.0,14385.0,14077.0,14231.0,1364597,VND,77.0,308.0,14363.0,14527.5,14761.904761904761
14308.0,14462.0,14231.0,14231.0,1406600,VND,77.0,231.0,14341.0,14500.07142857143,14714.285714285714
14231.0,14462.0,14231.0,14308.0,748124,VND,-77.0,231.0,14330.0,14467.142857142857,14648.380952380952
14385.0,14538.0,14231.0,14385.0,1411436,VND,0.0,307.0,14330.0,14439.714285714286,14586.142857142857
14385.0,14538.0,14231.0,14231.0,664937,VND,154.0,307.0,14308.0,14412.285714285714,14531.190476190477
14385.0,14462.0,14154.0,14231.0,768079,VND,154.0,308.0,14275.0,14379.357142857143,14498.238095238095
14231.0,14231.0,14077.0,14077.0,1581762,VND,154.0,154.0,14242.0,14335.42857142857,14457.952380952382
14077.0,14231.0,14000.0,14154.0,1801917,VND,-77.0,231.0,14231.0,14297.0,14428.666666666666
14154.0,14231.0,13923.0,14000.0,1902316,VND,154.0,308.0,14198.0,14269.5,14399.380952380952
13923.0,14000.0,13769.0,13769.0,1009047,VND,154.0,231.0,14121.0,14225.5,14351.761904761905
13615.0,13846.0,13615.0,13692.0,1291251,VND,-77.0,231.0,14022.0,14176.0,14300.47619047619
13692.0,13692.0,13385.0,13385.0,1243164,VND,307.0,307.0,13901.142857142857,14104.57142857143,14241.904761904761
13385.0,13385.0,13077.0,13077.0,1457872,VND,308.0,308.0,13736.285714285714,14005.642857142857,14165.0
13077.0,13615.0,13077.0,13538.0,1468792,VND,-461.0,538.0,13659.285714285714,13950.642857142857,14110.047619047618
13769.0,13769.0,13615.0,13769.0,658905,VND,0.0,154.0,13604.285714285714,13917.642857142857,14066.095238095239
13769.0,13769.0,13154.0,13154.0,1196286,VND,615.0,615.0,13483.42857142857,13840.714285714286,14007.47619047619
13154.0,13462.0,13077.0,13462.0,977834,VND,-308.0,385.0,13439.57142857143,13780.285714285714,13963.52380952381
13538.0,13538.0,13077.0,13154.0,461721,VND,384.0,461.0,13362.714285714286,13692.357142857143,13904.904761904761
13077.0,13308.0,13077.0,13154.0,310232,VND,-77.0,231.0,13329.714285714286,13615.42857142857,13846.285714285714
13154.0,13385.0,13154.0,13154.0,658801,VND,0.0,231.0,13340.714285714286,13538.5,13784.0
13154.0,13385.0,13154.0,13154.0,558623,VND,0.0,231.0,13285.857142857143,13472.57142857143,13729.047619047618
13154.0,13231.0,13000.0,13077.0,673933,VND,77.0,231.0,13187.0,13395.642857142857,13674.095238095239
13077.0,13154.0,12923.0,12923.0,510224,VND,154.0,231.0,13154.0,13318.714285714286,13611.809523809523
12923.0,12923.0,12692.0,12846.0,638612,VND,77.0,231.0,13066.0,13252.785714285714,13542.190476190477
12692.0,12846.0,12615.0,12615.0,587626,VND,77.0,231.0,12989.0,13175.857142857143,13457.904761904761
12615.0,12615.0,12077.0,12615.0,1189305,VND,0.0,538.0,12912.0,13120.857142857143,13380.952380952382
12692.0,12846.0,12615.0,12615.0,599885,VND,77.0,231.0,12835.0,13087.857142857143,13304.0
12692.0,12923.0,12615.0,12923.0,553475,VND,-231.0,308.0,12802.0,13043.92857142857,13249.047619047618
