Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date
VIC,77900.0,"77,300-78,700",125310000000000.0,78100.0,"77,000-129,689",-762.93,3049900.0,289400000000000.0,N/A(N/A),3361328.0,-,0.75,-17.32%,3710290081.0,09/03/2022
