Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date
PNJ,106000.0,"106,600-112,000",19610000000000.0,107000.0,"79,100-113,500",4369.68,2295500.0,25120000000000.0,"1,200.00(1.13%)",772405.0,23.8,1.15,26.79%,227366563.0,01/06/2022
