Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date
STB,30800.0,"30,100-31,000",19280000000000.0,30700.0,"20,900-36,700",1645.31,10461600.0,56740000000000.0,N/A(N/A),20427834.0,18.84,1.23,34.68%,1885215716.0,01/06/2022
