Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date
VHM,72300.0,"70,700-72,400",84990000000000.0,72300.0,"70,700-92,758",9056.95,4040800.0,309600000000000.0,"1,500.00(1.62%)",4255922.0,8.29,1.13,-7.67%,4354367488.0,01/06/2022
