Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date
NVL,76000.0,"75,500-76,800",14900000000000.0,76400.0,"44,336-94,351",1640.24,3224400.0,147680000000000.0,N/A(N/A),3276830.0,48.29,0.38,65.94%,1930421319.0,04/05/2022
