Stock Symbol,Prev. Close,Todays Range,Revenue,Open,52 wk Range,EPS,Volume,Market Cap,Dividend (Yield),Average Vol. (3m),P/E Ratio,Beta,1-Year Change,Shares Outstanding,Next Earnings Date
VCB,81000.0,"80,200-81,500",45120000000000.0,81200.0,"72,387-96,000",4195.39,894800.0,379550000000000.0,"1,200.00(1.17%)",1435302.0,19.78,1.09,6.25%,4732516571.0,02/05/2022
