Open,High,Low,Close,Volume,Currency,O-C,H-L,SMA7,SMA14,SMA21
197000.0,198000.0,196000.0,197100.0,27170,VND,-100.0,2000.0,197528.57142857142,201264.2857142857,192295.2380952381
197900.0,209900.0,197200.0,206000.0,212390,VND,-8100.0,12700.0,198671.42857142858,199907.14285714287,195380.95238095237
206000.0,208000.0,205000.0,205000.0,31390,VND,1000.0,3000.0,199542.85714285713,199407.14285714287,197952.38095238095
206900.0,206900.0,201500.0,204500.0,44540,VND,2400.0,5400.0,200614.2857142857,199928.57142857142,200000.0
204000.0,210000.0,202000.0,210000.0,228480,VND,-6000.0,8000.0,202371.42857142858,200585.7142857143,201771.42857142858
213000.0,213000.0,210000.0,210600.0,55290,VND,2400.0,3000.0,204314.2857142857,201128.57142857142,203000.0
210700.0,212200.0,210600.0,211800.0,37670,VND,-1100.0,1600.0,206428.57142857142,201971.42857142858,203671.42857142858
211000.0,211000.0,208000.0,209000.0,33890,VND,2000.0,3000.0,208128.57142857142,202828.57142857142,203552.38095238095
208500.0,217400.0,208100.0,216500.0,113760,VND,-8000.0,9300.0,209628.57142857142,204150.0,203147.61904761905
215300.0,225000.0,215300.0,223800.0,103480,VND,-8500.0,9700.0,212314.2857142857,205928.57142857142,203709.52380952382
225000.0,225000.0,220000.0,223800.0,40040,VND,1200.0,5000.0,215071.42857142858,207842.85714285713,204976.19047619047
223000.0,225100.0,223000.0,223800.0,77940,VND,-800.0,2100.0,217042.85714285713,209707.14285714287,206071.42857142858
223800.0,223800.0,220500.0,222000.0,44360,VND,1800.0,3300.0,218671.42857142858,211492.85714285713,206976.19047619047
220000.0,224000.0,220000.0,222000.0,137100,VND,-2000.0,4000.0,220128.57142857142,213278.57142857142,208023.80952380953
222000.0,223800.0,220000.0,223800.0,18800,VND,-1800.0,3800.0,222242.85714285713,215185.7142857143,209300.0
223900.0,223900.0,219000.0,219000.0,18560,VND,4900.0,4900.0,222600.0,216114.2857142857,210300.0
217400.0,222900.0,216400.0,217000.0,51700,VND,400.0,6500.0,221628.57142857142,216971.42857142858,211161.90476190476
219500.0,219500.0,211500.0,215000.0,50070,VND,4500.0,8000.0,220371.42857142858,217721.42857142858,212019.04761904763
215000.0,220000.0,213000.0,216000.0,76580,VND,-1000.0,7000.0,219257.14285714287,218150.0,212890.47619047618
216000.0,217000.0,215000.0,215300.0,36350,VND,700.0,2000.0,218300.0,218485.7142857143,213761.90476190476
215300.0,215300.0,208000.0,211000.0,150070,VND,4300.0,7300.0,216728.57142857142,218428.57142857142,214428.57142857142
211000.0,214000.0,211000.0,213200.0,35880,VND,-2200.0,3000.0,215214.2857142857,218728.57142857142,215195.2380952381
213200.0,214700.0,210000.0,213400.0,25240,VND,-200.0,4700.0,214414.2857142857,218507.14285714287,215547.61904761905
213400.0,216900.0,213100.0,216000.0,72220,VND,-2600.0,3800.0,214271.42857142858,217950.0,216071.42857142858
216000.0,216000.0,212800.0,213900.0,84300,VND,2100.0,3200.0,214114.2857142857,217242.85714285713,216519.04761904763
214000.0,216000.0,214000.0,215400.0,44230,VND,-1400.0,2000.0,214028.57142857142,216642.85714285713,216776.19047619047
215000.0,215000.0,214000.0,214700.0,34430,VND,300.0,1000.0,213942.85714285713,216121.42857142858,216971.42857142858
213300.0,218000.0,213200.0,218000.0,103930,VND,-4700.0,4800.0,214942.85714285713,215835.7142857143,217266.66666666666
217600.0,220000.0,217600.0,219600.0,34930,VND,-2000.0,2400.0,215857.14285714287,215535.7142857143,217771.42857142858
219500.0,224500.0,219500.0,224300.0,100360,VND,-4800.0,5000.0,217414.2857142857,215914.2857142857,218142.85714285713
224900.0,227000.0,224000.0,227000.0,130020,VND,-2100.0,3000.0,218985.7142857143,216628.57142857142,218295.2380952381
228000.0,230000.0,226000.0,227000.0,107840,VND,1000.0,4000.0,220857.14285714287,217485.7142857143,218447.61904761905
224500.0,227900.0,224000.0,225100.0,61270,VND,-600.0,3900.0,222242.85714285713,218135.7142857143,218509.52380952382
225500.0,226200.0,225100.0,225100.0,50720,VND,400.0,1100.0,223728.57142857142,218835.7142857143,218657.14285714287
226000.0,226000.0,225000.0,225900.0,69440,VND,100.0,1000.0,224857.14285714287,219900.0,218842.85714285713
227000.0,227000.0,219200.0,224900.0,30250,VND,2100.0,7800.0,225614.2857142857,220735.7142857143,218895.2380952381
223000.0,225400.0,221000.0,225400.0,20670,VND,-2400.0,4400.0,225771.42857142858,221592.85714285713,219200.0
225000.0,225500.0,222000.0,224500.0,32990,VND,500.0,3500.0,225414.2857142857,222200.0,219557.14285714287
224900.0,225000.0,222600.0,222600.0,35720,VND,2300.0,2400.0,224785.7142857143,222821.42857142858,219919.04761904763
222600.0,222600.0,218400.0,218900.0,14120,VND,3700.0,4200.0,223900.0,223071.42857142858,220057.14285714287
216100.0,221000.0,212000.0,216000.0,56450,VND,100.0,9000.0,222600.0,223164.2857142857,220090.47619047618
216000.0,216000.0,211000.0,211000.0,17550,VND,5000.0,5000.0,220471.42857142858,222664.2857142857,220090.47619047618
211000.0,211000.0,206400.0,207000.0,30560,VND,4000.0,4600.0,217914.2857142857,221764.2857142857,219795.2380952381
207000.0,217000.0,203200.0,214000.0,54260,VND,-7000.0,13800.0,216285.7142857143,221028.57142857142,219823.80952380953
214000.0,215000.0,211000.0,211600.0,13250,VND,2400.0,4000.0,214442.85714285713,219928.57142857142,219614.2857142857
211600.0,214000.0,205500.0,212900.0,7450,VND,-1300.0,8500.0,213057.14285714287,218921.42857142858,219566.66666666666
